match_id,player_id,team_id,team_name,player_name,role,champion,win,outcome,game_duration,first_dragon,first_tower,kills,deaths,assists,kda,money,total_money_earned,net_worth,loadout_value,kill_participation,damage_dealt,damage_taken,vision_score,opponent_player,opponent_champion,picks,bans,draft_sequence
2825047_G1,23783,47497,100 Thieves,Quid,TOP,Akali,1,Win,1974,1,1,8,0,14,22.0,1441,16570,15091,13650,91.66666666666666,228954,22325,43.94979476928711,Vulcan,Nautilus,"Rumble, Vi, Akali, Rell, Ezreal","Pantheon, Azir, Poppy, Bard, Alistar",1. ban Yone | 2. ban Pantheon | 3. ban Trundle | 4. ban Azir | 5. ban Wukong | 6. ban Poppy | 7. pick Orianna | 8. pick Rumble | 9. pick Vi | 10. pick Nocturne | 11. pick Galio | 12. pick Akali | 13. ban Bard | 14. ban Neeko | 15. ban Alistar | 16. ban Rakan | 17. pick Rell | 18. pick Corki | 19. pick Nautilus | 20. pick Ezreal
2825121_G3,21900,47497,100 Thieves,Dhokla,SUPPORT,Sion,1,Win,1838,0,1,3,2,6,4.5,1162,13967,13262,12100,50.0,183918,34409,36.1418571472168,Curse,Sejuani,"Sion, Cassiopeia, Alistar, Ziggs, Lee Sin","Gwen, Trundle, Poppy, Aatrox, Yorick",1. ban Gwen | 2. ban Yone | 3. ban Trundle | 4. ban Vi | 5. ban Poppy | 6. ban Jarvan IV | 7. pick Sion | 8. pick Ryze | 9. pick Sejuani | 10. pick Cassiopeia | 11. pick Alistar | 12. pick Rakan | 13. ban Sivir | 14. ban Aatrox | 15. ban Qiyana | 16. ban Yorick | 17. pick Smolder | 18. pick Ziggs | 19. pick Lee Sin | 20. pick Kai'Sa
2825122_G1,23783,47497,100 Thieves,Quid,TOP,Galio,0,Defeat,1778,0,1,4,3,4,2.6666666666666665,320,11239,10320,10000,100.0,157073,23303,34.63206481933594,Boal,Aatrox,"Wukong, Ambessa, Rakan, Galio, Lucian","Annie, Poppy, Azir, Renekton, Yorick",1. ban Annie | 2. ban Pantheon | 3. ban Poppy | 4. ban Rumble | 5. ban Azir | 6. ban Aurora | 7. pick Wukong | 8. pick Neeko | 9. pick Jarvan IV | 10. pick Ambessa | 11. pick Rakan | 12. pick Kai'Sa | 13. ban Orianna | 14. ban Renekton | 15. ban Corki | 16. ban Yorick | 17. pick Aatrox | 18. pick Galio | 19. pick Lucian | 20. pick Ahri
2825122_G1,20579,47497,100 Thieves,FBI,JUNGLE,Lucian,0,Defeat,1778,0,1,1,4,4,1.25,325,11055,10975,10650,62.5,160556,15782,33.68501281738281,Mireu,Ahri,"Wukong, Ambessa, Rakan, Galio, Lucian","Annie, Poppy, Azir, Renekton, Yorick",1. ban Annie | 2. ban Pantheon | 3. ban Poppy | 4. ban Rumble | 5. ban Azir | 6. ban Aurora | 7. pick Wukong | 8. pick Neeko | 9. pick Jarvan IV | 10. pick Ambessa | 11. pick Rakan | 12. pick Kai'Sa | 13. ban Orianna | 14. ban Renekton | 15. ban Corki | 16. ban Yorick | 17. pick Aatrox | 18. pick Galio | 19. pick Lucian | 20. pick Ahri
2825122_G1,22660,47497,100 Thieves,River,MID,Wukong,0,Defeat,1778,0,1,0,3,6,2.0,382,9299,8465,8083,75.0,219677,30887,38.5431022644043,Trymbi,Neeko,"Wukong, Ambessa, Rakan, Galio, Lucian","Annie, Poppy, Azir, Renekton, Yorick",1. ban Annie | 2. ban Pantheon | 3. ban Poppy | 4. ban Rumble | 5. ban Azir | 6. ban Aurora | 7. pick Wukong | 8. pick Neeko | 9. pick Jarvan IV | 10. pick Ambessa | 11. pick Rakan | 12. pick Kai'Sa | 13. ban Orianna | 14. ban Renekton | 15. ban Corki | 16. ban Yorick | 17. pick Aatrox | 18. pick Galio | 19. pick Lucian | 20. pick Ahri
2825122_G1,21380,47497,100 Thieves,Eyla,ADC,Rakan,0,Defeat,1778,0,1,1,3,5,2.0,199,6559,5624,5425,75.0,13872,13456,100.47530364990236,Disamis,Jarvan IV,"Wukong, Ambessa, Rakan, Galio, Lucian","Annie, Poppy, Azir, Renekton, Yorick",1. ban Annie | 2. ban Pantheon | 3. ban Poppy | 4. ban Rumble | 5. ban Azir | 6. ban Aurora | 7. pick Wukong | 8. pick Neeko | 9. pick Jarvan IV | 10. pick Ambessa | 11. pick Rakan | 12. pick Kai'Sa | 13. ban Orianna | 14. ban Renekton | 15. ban Corki | 16. ban Yorick | 17. pick Aatrox | 18. pick Galio | 19. pick Lucian | 20. pick Ahri
2825122_G1,21900,47497,100 Thieves,Dhokla,SUPPORT,Ambessa,0,Defeat,1778,0,1,2,4,3,1.25,537,10707,10512,9975,62.5,132758,20544,26.96500015258789,Morttheus,Kai'Sa,"Wukong, Ambessa, Rakan, Galio, Lucian","Annie, Poppy, Azir, Renekton, Yorick",1. ban Annie | 2. ban Pantheon | 3. ban Poppy | 4. ban Rumble | 5. ban Azir | 6. ban Aurora | 7. pick Wukong | 8. pick Neeko | 9. pick Jarvan IV | 10. pick Ambessa | 11. pick Rakan | 12. pick Kai'Sa | 13. ban Orianna | 14. ban Renekton | 15. ban Corki | 16. ban Yorick | 17. pick Aatrox | 18. pick Galio | 19. pick Lucian | 20. pick Ahri
2825122_G1,25068,48173,Vivo Keyd Stars,Boal,TOP,Aatrox,1,Win,1778,1,1,3,2,10,6.5,1645,11779,11170,9525,76.47058823529412,152193,29203,21.54355239868164,Quid,Galio,"Neeko, Jarvan IV, Kai'Sa, Aatrox, Ahri","Pantheon, Rumble, Aurora, Orianna, Corki",1. ban Annie | 2. ban Pantheon | 3. ban Poppy | 4. ban Rumble | 5. ban Azir | 6. ban Aurora | 7. pick Wukong | 8. pick Neeko | 9. pick Jarvan IV | 10. pick Ambessa | 11. pick Rakan | 12. pick Kai'Sa | 13. ban Orianna | 14. ban Renekton | 15. ban Corki | 16. ban Yorick | 17. pick Aatrox | 18. pick Galio | 19. pick Lucian | 20. pick Ahri
2825122_G1,20362,48173,Vivo Keyd Stars,Mireu,JUNGLE,Ahri,1,Win,1778,1,1,1,0,12,13.0,1031,14270,13931,12900,76.47058823529412,174970,10908,27.32261848449707,FBI,Lucian,"Neeko, Jarvan IV, Kai'Sa, Aatrox, Ahri","Pantheon, Rumble, Aurora, Orianna, Corki",1. ban Annie | 2. ban Pantheon | 3. ban Poppy | 4. ban Rumble | 5. ban Azir | 6. ban Aurora | 7. pick Wukong | 8. pick Neeko | 9. pick Jarvan IV | 10. pick Ambessa | 11. pick Rakan | 12. pick Kai'Sa | 13. ban Orianna | 14. ban Renekton | 15. ban Corki | 16. ban Yorick | 17. pick Aatrox | 18. pick Galio | 19. pick Lucian | 20. pick Ahri
2825122_G1,22338,48173,Vivo Keyd Stars,Trymbi,MID,Neeko,1,Win,1778,1,1,1,4,14,3.75,829,8159,7679,6850,88.23529411764706,29751,13149,106.6611328125,River,Wukong,"Neeko, Jarvan IV, Kai'Sa, Aatrox, Ahri","Pantheon, Rumble, Aurora, Orianna, Corki",1. ban Annie | 2. ban Pantheon | 3. ban Poppy | 4. ban Rumble | 5. ban Azir | 6. ban Aurora | 7. pick Wukong | 8. pick Neeko | 9. pick Jarvan IV | 10. pick Ambessa | 11. pick Rakan | 12. pick Kai'Sa | 13. ban Orianna | 14. ban Renekton | 15. ban Corki | 16. ban Yorick | 17. pick Aatrox | 18. pick Galio | 19. pick Lucian | 20. pick Ahri
2825122_G1,24106,48173,Vivo Keyd Stars,Disamis,ADC,Jarvan IV,1,Win,1778,1,1,0,2,16,8.0,1858,10383,9608,7750,94.11764705882352,245179,32700,43.69148254394531,Eyla,Rakan,"Neeko, Jarvan IV, Kai'Sa, Aatrox, Ahri","Pantheon, Rumble, Aurora, Orianna, Corki",1. ban Annie | 2. ban Pantheon | 3. ban Poppy | 4. ban Rumble | 5. ban Azir | 6. ban Aurora | 7. pick Wukong | 8. pick Neeko | 9. pick Jarvan IV | 10. pick Ambessa | 11. pick Rakan | 12. pick Kai'Sa | 13. ban Orianna | 14. ban Renekton | 15. ban Corki | 16. ban Yorick | 17. pick Aatrox | 18. pick Galio | 19. pick Lucian | 20. pick Ahri
2825122_G1,21209,48173,Vivo Keyd Stars,Morttheus,SUPPORT,Kai'Sa,1,Win,1778,1,1,12,0,5,17.0,1971,16036,15271,13300,100.0,197403,13661,41.99996948242188,Dhokla,Ambessa,"Neeko, Jarvan IV, Kai'Sa, Aatrox, Ahri","Pantheon, Rumble, Aurora, Orianna, Corki",1. ban Annie | 2. ban Pantheon | 3. ban Poppy | 4. ban Rumble | 5. ban Azir | 6. ban Aurora | 7. pick Wukong | 8. pick Neeko | 9. pick Jarvan IV | 10. pick Ambessa | 11. pick Rakan | 12. pick Kai'Sa | 13. ban Orianna | 14. ban Renekton | 15. ban Corki | 16. ban Yorick | 17. pick Aatrox | 18. pick Galio | 19. pick Lucian | 20. pick Ahri
2825122_G2,23783,47497,100 Thieves,Quid,TOP,Aurora,0,Defeat,1973,1,1,4,4,5,2.25,1053,13592,12403,11350,69.23076923076923,216581,20743,38.173885345458984,Boal,Sion,"Aurora, Xin Zhao, K'Sante, Bard, Smolder","Annie, Trundle, Azir, Karma, Rell",1. ban Gwen | 2. ban Annie | 3. ban Vi | 4. ban Trundle | 5. ban Orianna | 6. ban Azir | 7. pick Pantheon | 8. pick Aurora | 9. pick Xin Zhao | 10. pick Sion | 11. pick Taliyah | 12. pick K'Sante | 13. ban Karma | 14. ban Alistar | 15. ban Rell | 16. ban Senna | 17. pick Bard | 18. pick Sivir | 19. pick Nautilus | 20. pick Smolder
2825122_G2,20579,47497,100 Thieves,FBI,JUNGLE,Smolder,0,Defeat,1973,1,1,6,6,7,2.1666666666666665,1236,14975,14311,13075,100.0,224334,22251,26.20745277404785,Mireu,Taliyah,"Aurora, Xin Zhao, K'Sante, Bard, Smolder","Annie, Trundle, Azir, Karma, Rell",1. ban Gwen | 2. ban Annie | 3. ban Vi | 4. ban Trundle | 5. ban Orianna | 6. ban Azir | 7. pick Pantheon | 8. pick Aurora | 9. pick Xin Zhao | 10. pick Sion | 11. pick Taliyah | 12. pick K'Sante | 13. ban Karma | 14. ban Alistar | 15. ban Rell | 16. ban Senna | 17. pick Bard | 18. pick Sivir | 19. pick Nautilus | 20. pick Smolder
2825122_G2,22660,47497,100 Thieves,River,MID,Xin Zhao,0,Defeat,1973,1,1,1,4,10,2.75,1082,10237,9532,8450,84.61538461538461,259492,49791,42.25864791870117,Trymbi,Nautilus,"Aurora, Xin Zhao, K'Sante, Bard, Smolder","Annie, Trundle, Azir, Karma, Rell",1. ban Gwen | 2. ban Annie | 3. ban Vi | 4. ban Trundle | 5. ban Orianna | 6. ban Azir | 7. pick Pantheon | 8. pick Aurora | 9. pick Xin Zhao | 10. pick Sion | 11. pick Taliyah | 12. pick K'Sante | 13. ban Karma | 14. ban Alistar | 15. ban Rell | 16. ban Senna | 17. pick Bard | 18. pick Sivir | 19. pick Nautilus | 20. pick Smolder
2825122_G2,21380,47497,100 Thieves,Eyla,ADC,Bard,0,Defeat,1973,1,1,1,2,11,6.0,1132,7907,7007,5875,92.3076923076923,20310,14609,116.21770477294922,Disamis,Pantheon,"Aurora, Xin Zhao, K'Sante, Bard, Smolder","Annie, Trundle, Azir, Karma, Rell",1. ban Gwen | 2. ban Annie | 3. ban Vi | 4. ban Trundle | 5. ban Orianna | 6. ban Azir | 7. pick Pantheon | 8. pick Aurora | 9. pick Xin Zhao | 10. pick Sion | 11. pick Taliyah | 12. pick K'Sante | 13. ban Karma | 14. ban Alistar | 15. ban Rell | 16. ban Senna | 17. pick Bard | 18. pick Sivir | 19. pick Nautilus | 20. pick Smolder
2825122_G2,21900,47497,100 Thieves,Dhokla,SUPPORT,K'Sante,0,Defeat,1973,1,1,1,8,6,0.875,850,9830,9900,9050,53.84615384615385,121574,39596,26.664579391479492,Morttheus,Sivir,"Aurora, Xin Zhao, K'Sante, Bard, Smolder","Annie, Trundle, Azir, Karma, Rell",1. ban Gwen | 2. ban Annie | 3. ban Vi | 4. ban Trundle | 5. ban Orianna | 6. ban Azir | 7. pick Pantheon | 8. pick Aurora | 9. pick Xin Zhao | 10. pick Sion | 11. pick Taliyah | 12. pick K'Sante | 13. ban Karma | 14. ban Alistar | 15. ban Rell | 16. ban Senna | 17. pick Bard | 18. pick Sivir | 19. pick Nautilus | 20. pick Smolder
2825122_G2,25068,48173,Vivo Keyd Stars,Boal,TOP,Sion,1,Win,1973,0,1,3,2,13,8.0,782,11937,10832,10050,66.66666666666666,131337,29501,35.12825012207031,Quid,Aurora,"Pantheon, Sion, Taliyah, Sivir, Nautilus","Gwen, Vi, Orianna, Alistar, Senna",1. ban Gwen | 2. ban Annie | 3. ban Vi | 4. ban Trundle | 5. ban Orianna | 6. ban Azir | 7. pick Pantheon | 8. pick Aurora | 9. pick Xin Zhao | 10. pick Sion | 11. pick Taliyah | 12. pick K'Sante | 13. ban Karma | 14. ban Alistar | 15. ban Rell | 16. ban Senna | 17. pick Bard | 18. pick Sivir | 19. pick Nautilus | 20. pick Smolder
2825122_G2,20362,48173,Vivo Keyd Stars,Mireu,JUNGLE,Taliyah,1,Win,1973,0,1,6,1,9,15.0,1578,14847,13878,12300,62.5,223277,18170,26.352426528930664,FBI,Smolder,"Pantheon, Sion, Taliyah, Sivir, Nautilus","Gwen, Vi, Orianna, Alistar, Senna",1. ban Gwen | 2. ban Annie | 3. ban Vi | 4. ban Trundle | 5. ban Orianna | 6. ban Azir | 7. pick Pantheon | 8. pick Aurora | 9. pick Xin Zhao | 10. pick Sion | 11. pick Taliyah | 12. pick K'Sante | 13. ban Karma | 14. ban Alistar | 15. ban Rell | 16. ban Senna | 17. pick Bard | 18. pick Sivir | 19. pick Nautilus | 20. pick Smolder
2825122_G2,22338,48173,Vivo Keyd Stars,Trymbi,MID,Nautilus,1,Win,1973,0,1,1,7,13,2.0,1546,8681,8146,6600,58.333333333333336,19757,21060,106.67376708984376,River,Xin Zhao,"Pantheon, Sion, Taliyah, Sivir, Nautilus","Gwen, Vi, Orianna, Alistar, Senna",1. ban Gwen | 2. ban Annie | 3. ban Vi | 4. ban Trundle | 5. ban Orianna | 6. ban Azir | 7. pick Pantheon | 8. pick Aurora | 9. pick Xin Zhao | 10. pick Sion | 11. pick Taliyah | 12. pick K'Sante | 13. ban Karma | 14. ban Alistar | 15. ban Rell | 16. ban Senna | 17. pick Bard | 18. pick Sivir | 19. pick Nautilus | 20. pick Smolder
2825122_G2,24106,48173,Vivo Keyd Stars,Disamis,ADC,Pantheon,1,Win,1973,0,1,8,1,12,20.0,1913,14587,13813,11900,83.33333333333334,317790,42912,52.45858001708985,Eyla,Bard,"Pantheon, Sion, Taliyah, Sivir, Nautilus","Gwen, Vi, Orianna, Alistar, Senna",1. ban Gwen | 2. ban Annie | 3. ban Vi | 4. ban Trundle | 5. ban Orianna | 6. ban Azir | 7. pick Pantheon | 8. pick Aurora | 9. pick Xin Zhao | 10. pick Sion | 11. pick Taliyah | 12. pick K'Sante | 13. ban Karma | 14. ban Alistar | 15. ban Rell | 16. ban Senna | 17. pick Bard | 18. pick Sivir | 19. pick Nautilus | 20. pick Smolder
2825122_G2,21209,48173,Vivo Keyd Stars,Morttheus,SUPPORT,Sivir,1,Win,1973,0,1,6,2,15,10.5,1542,16781,16242,14700,87.5,268922,17720,41.00738906860352,Dhokla,K'Sante,"Pantheon, Sion, Taliyah, Sivir, Nautilus","Gwen, Vi, Orianna, Alistar, Senna",1. ban Gwen | 2. ban Annie | 3. ban Vi | 4. ban Trundle | 5. ban Orianna | 6. ban Azir | 7. pick Pantheon | 8. pick Aurora | 9. pick Xin Zhao | 10. pick Sion | 11. pick Taliyah | 12. pick K'Sante | 13. ban Karma | 14. ban Alistar | 15. ban Rell | 16. ban Senna | 17. pick Bard | 18. pick Sivir | 19. pick Nautilus | 20. pick Smolder
2825122_G3,23783,47497,100 Thieves,Quid,TOP,Sylas,1,Win,1835,1,1,4,0,10,14.0,1457,13372,12557,11100,77.77777777777779,183737,22985,30.30821228027344,Boal,Cho'Gath,"Sejuani, Sylas, Jax, Ezreal, Karma","Annie, Trundle, Akali, Poppy, Renekton",1. ban Annie | 2. ban Rumble | 3. ban Trundle | 4. ban Orianna | 5. ban Akali | 6. ban Ziggs | 7. pick Sejuani | 8. pick Corki | 9. pick Vi | 10. pick Sylas | 11. pick Jax | 12. pick Azir | 13. ban Senna | 14. ban Poppy | 15. ban Alistar | 16. ban Renekton | 17. pick Cho'Gath | 18. pick Ezreal | 19. pick Karma | 20. pick Milio
2825122_G3,20579,47497,100 Thieves,FBI,JUNGLE,Ezreal,1,Win,1835,1,1,8,1,1,9.0,521,14368,14204,13683,50.0,231204,16205,27.764707565307617,Mireu,Azir,"Sejuani, Sylas, Jax, Ezreal, Karma","Annie, Trundle, Akali, Poppy, Renekton",1. ban Annie | 2. ban Rumble | 3. ban Trundle | 4. ban Orianna | 5. ban Akali | 6. ban Ziggs | 7. pick Sejuani | 8. pick Corki | 9. pick Vi | 10. pick Sylas | 11. pick Jax | 12. pick Azir | 13. ban Senna | 14. ban Poppy | 15. ban Alistar | 16. ban Renekton | 17. pick Cho'Gath | 18. pick Ezreal | 19. pick Karma | 20. pick Milio
2825122_G3,22660,47497,100 Thieves,River,MID,Sejuani,1,Win,1835,1,1,2,0,11,13.0,722,11862,11172,10450,72.22222222222221,268669,39405,46.95881271362305,Trymbi,Milio,"Sejuani, Sylas, Jax, Ezreal, Karma","Annie, Trundle, Akali, Poppy, Renekton",1. ban Annie | 2. ban Rumble | 3. ban Trundle | 4. ban Orianna | 5. ban Akali | 6. ban Ziggs | 7. pick Sejuani | 8. pick Corki | 9. pick Vi | 10. pick Sylas | 11. pick Jax | 12. pick Azir | 13. ban Senna | 14. ban Poppy | 15. ban Alistar | 16. ban Renekton | 17. pick Cho'Gath | 18. pick Ezreal | 19. pick Karma | 20. pick Milio
2825122_G3,21380,47497,100 Thieves,Eyla,ADC,Karma,1,Win,1835,1,1,2,0,13,15.0,1173,8468,7423,6250,83.33333333333334,21573,8573,116.74861907958984,Disamis,Vi,"Sejuani, Sylas, Jax, Ezreal, Karma","Annie, Trundle, Akali, Poppy, Renekton",1. ban Annie | 2. ban Rumble | 3. ban Trundle | 4. ban Orianna | 5. ban Akali | 6. ban Ziggs | 7. pick Sejuani | 8. pick Corki | 9. pick Vi | 10. pick Sylas | 11. pick Jax | 12. pick Azir | 13. ban Senna | 14. ban Poppy | 15. ban Alistar | 16. ban Renekton | 17. pick Cho'Gath | 18. pick Ezreal | 19. pick Karma | 20. pick Milio
2825122_G3,21900,47497,100 Thieves,Dhokla,SUPPORT,Jax,1,Win,1835,1,1,2,1,7,9.0,845,10967,10628,9783,50.0,131062,24638,31.40192413330078,Morttheus,Corki,"Sejuani, Sylas, Jax, Ezreal, Karma","Annie, Trundle, Akali, Poppy, Renekton",1. ban Annie | 2. ban Rumble | 3. ban Trundle | 4. ban Orianna | 5. ban Akali | 6. ban Ziggs | 7. pick Sejuani | 8. pick Corki | 9. pick Vi | 10. pick Sylas | 11. pick Jax | 12. pick Azir | 13. ban Senna | 14. ban Poppy | 15. ban Alistar | 16. ban Renekton | 17. pick Cho'Gath | 18. pick Ezreal | 19. pick Karma | 20. pick Milio
2825122_G3,25068,48173,Vivo Keyd Stars,Boal,TOP,Cho'Gath,0,Defeat,1835,0,1,1,4,1,0.5,28,10048,9328,9300,100.0,113679,31774,30.557449340820312,Quid,Sylas,"Corki, Vi, Azir, Cho'Gath, Milio","Rumble, Orianna, Ziggs, Senna, Alistar",1. ban Annie | 2. ban Rumble | 3. ban Trundle | 4. ban Orianna | 5. ban Akali | 6. ban Ziggs | 7. pick Sejuani | 8. pick Corki | 9. pick Vi | 10. pick Sylas | 11. pick Jax | 12. pick Azir | 13. ban Senna | 14. ban Poppy | 15. ban Alistar | 16. ban Renekton | 17. pick Cho'Gath | 18. pick Ezreal | 19. pick Karma | 20. pick Milio
2825122_G3,20362,48173,Vivo Keyd Stars,Mireu,JUNGLE,Azir,0,Defeat,1835,0,1,0,4,1,0.25,612,11726,10962,10350,50.0,180216,16397,33.73503112792969,FBI,Ezreal,"Corki, Vi, Azir, Cho'Gath, Milio","Rumble, Orianna, Ziggs, Senna, Alistar",1. ban Annie | 2. ban Rumble | 3. ban Trundle | 4. ban Orianna | 5. ban Akali | 6. ban Ziggs | 7. pick Sejuani | 8. pick Corki | 9. pick Vi | 10. pick Sylas | 11. pick Jax | 12. pick Azir | 13. ban Senna | 14. ban Poppy | 15. ban Alistar | 16. ban Renekton | 17. pick Cho'Gath | 18. pick Ezreal | 19. pick Karma | 20. pick Milio
2825122_G3,22338,48173,Vivo Keyd Stars,Trymbi,MID,Milio,0,Defeat,1835,0,1,0,3,1,0.3333333333333333,245,6425,6120,5875,50.0,14180,12489,97.07496643066406,River,Sejuani,"Corki, Vi, Azir, Cho'Gath, Milio","Rumble, Orianna, Ziggs, Senna, Alistar",1. ban Annie | 2. ban Rumble | 3. ban Trundle | 4. ban Orianna | 5. ban Akali | 6. ban Ziggs | 7. pick Sejuani | 8. pick Corki | 9. pick Vi | 10. pick Sylas | 11. pick Jax | 12. pick Azir | 13. ban Senna | 14. ban Poppy | 15. ban Alistar | 16. ban Renekton | 17. pick Cho'Gath | 18. pick Ezreal | 19. pick Karma | 20. pick Milio
2825122_G3,24106,48173,Vivo Keyd Stars,Disamis,ADC,Vi,0,Defeat,1835,0,1,1,5,1,0.4,757,9472,8782,8025,100.0,228445,32179,35.11162567138672,Eyla,Karma,"Corki, Vi, Azir, Cho'Gath, Milio","Rumble, Orianna, Ziggs, Senna, Alistar",1. ban Annie | 2. ban Rumble | 3. ban Trundle | 4. ban Orianna | 5. ban Akali | 6. ban Ziggs | 7. pick Sejuani | 8. pick Corki | 9. pick Vi | 10. pick Sylas | 11. pick Jax | 12. pick Azir | 13. ban Senna | 14. ban Poppy | 15. ban Alistar | 16. ban Renekton | 17. pick Cho'Gath | 18. pick Ezreal | 19. pick Karma | 20. pick Milio
2825122_G3,21209,48173,Vivo Keyd Stars,Morttheus,SUPPORT,Corki,0,Defeat,1835,0,1,0,2,1,0.5,997,10845,10930,9933,50.0,196441,16138,24.217906951904297,Dhokla,Jax,"Corki, Vi, Azir, Cho'Gath, Milio","Rumble, Orianna, Ziggs, Senna, Alistar",1. ban Annie | 2. ban Rumble | 3. ban Trundle | 4. ban Orianna | 5. ban Akali | 6. ban Ziggs | 7. pick Sejuani | 8. pick Corki | 9. pick Vi | 10. pick Sylas | 11. pick Jax | 12. pick Azir | 13. ban Senna | 14. ban Poppy | 15. ban Alistar | 16. ban Renekton | 17. pick Cho'Gath | 18. pick Ezreal | 19. pick Karma | 20. pick Milio
2825122_G4,23783,47497,100 Thieves,Quid,TOP,Yone,0,Defeat,2188,1,1,7,4,3,2.5,57,17031,15307,15250,58.82352941176471,269168,35412,50.2375717163086,Boal,Gwen,"Alistar, Akali, Yone, Maokai, Jhin","Annie, Poppy, Rumble, Ivern, Rell",1. ban Senna | 2. ban Annie | 3. ban Renekton | 4. ban Poppy | 5. ban Ornn | 6. ban Rumble | 7. pick Gwen | 8. pick Alistar | 9. pick Akali | 10. pick Trundle | 11. pick Ryze | 12. pick Yone | 13. ban Ivern | 14. ban Lee Sin | 15. ban Rell | 16. ban Qiyana | 17. pick Maokai | 18. pick Yunara | 19. pick Lulu | 20. pick Jhin
2825122_G4,20579,47497,100 Thieves,FBI,JUNGLE,Jhin,0,Defeat,2188,1,1,3,2,8,5.5,1062,16286,15562,14500,64.70588235294117,300878,20504,40.06509780883789,Mireu,Ryze,"Alistar, Akali, Yone, Maokai, Jhin","Annie, Poppy, Rumble, Ivern, Rell",1. ban Senna | 2. ban Annie | 3. ban Renekton | 4. ban Poppy | 5. ban Ornn | 6. ban Rumble | 7. pick Gwen | 8. pick Alistar | 9. pick Akali | 10. pick Trundle | 11. pick Ryze | 12. pick Yone | 13. ban Ivern | 14. ban Lee Sin | 15. ban Rell | 16. ban Qiyana | 17. pick Maokai | 18. pick Yunara | 19. pick Lulu | 20. pick Jhin
2825122_G4,22660,47497,100 Thieves,River,MID,Maokai,0,Defeat,2188,1,1,3,6,10,2.1666666666666665,678,11572,10678,10000,76.47058823529412,250747,43546,45.38911819458008,Trymbi,Lulu,"Alistar, Akali, Yone, Maokai, Jhin","Annie, Poppy, Rumble, Ivern, Rell",1. ban Senna | 2. ban Annie | 3. ban Renekton | 4. ban Poppy | 5. ban Ornn | 6. ban Rumble | 7. pick Gwen | 8. pick Alistar | 9. pick Akali | 10. pick Trundle | 11. pick Ryze | 12. pick Yone | 13. ban Ivern | 14. ban Lee Sin | 15. ban Rell | 16. ban Qiyana | 17. pick Maokai | 18. pick Yunara | 19. pick Lulu | 20. pick Jhin
2825122_G4,21380,47497,100 Thieves,Eyla,ADC,Alistar,0,Defeat,2188,1,1,0,6,10,1.6666666666666667,471,8306,7246,6775,58.82352941176471,11691,21848,126.80534362792967,Disamis,Trundle,"Alistar, Akali, Yone, Maokai, Jhin","Annie, Poppy, Rumble, Ivern, Rell",1. ban Senna | 2. ban Annie | 3. ban Renekton | 4. ban Poppy | 5. ban Ornn | 6. ban Rumble | 7. pick Gwen | 8. pick Alistar | 9. pick Akali | 10. pick Trundle | 11. pick Ryze | 12. pick Yone | 13. ban Ivern | 14. ban Lee Sin | 15. ban Rell | 16. ban Qiyana | 17. pick Maokai | 18. pick Yunara | 19. pick Lulu | 20. pick Jhin
2825122_G4,21900,47497,100 Thieves,Dhokla,SUPPORT,Akali,0,Defeat,2188,1,1,4,4,5,2.25,593,13907,13493,12900,52.94117647058824,176809,25667,23.56902503967285,Morttheus,Yunara,"Alistar, Akali, Yone, Maokai, Jhin","Annie, Poppy, Rumble, Ivern, Rell",1. ban Senna | 2. ban Annie | 3. ban Renekton | 4. ban Poppy | 5. ban Ornn | 6. ban Rumble | 7. pick Gwen | 8. pick Alistar | 9. pick Akali | 10. pick Trundle | 11. pick Ryze | 12. pick Yone | 13. ban Ivern | 14. ban Lee Sin | 15. ban Rell | 16. ban Qiyana | 17. pick Maokai | 18. pick Yunara | 19. pick Lulu | 20. pick Jhin
2825122_G4,25068,48173,Vivo Keyd Stars,Boal,TOP,Gwen,1,Win,2188,0,1,3,3,7,3.3333333333333335,1339,13708,12689,11350,45.45454545454545,250167,25714,42.55189895629883,Quid,Yone,"Gwen, Trundle, Ryze, Yunara, Lulu","Senna, Renekton, Ornn, Lee Sin, Qiyana",1. ban Senna | 2. ban Annie | 3. ban Renekton | 4. ban Poppy | 5. ban Ornn | 6. ban Rumble | 7. pick Gwen | 8. pick Alistar | 9. pick Akali | 10. pick Trundle | 11. pick Ryze | 12. pick Yone | 13. ban Ivern | 14. ban Lee Sin | 15. ban Rell | 16. ban Qiyana | 17. pick Maokai | 18. pick Yunara | 19. pick Lulu | 20. pick Jhin
2825122_G4,20362,48173,Vivo Keyd Stars,Mireu,JUNGLE,Ryze,1,Win,2188,0,1,7,6,8,2.5,1030,14684,13130,12100,68.18181818181817,214553,34101,44.69718933105469,FBI,Jhin,"Gwen, Trundle, Ryze, Yunara, Lulu","Senna, Renekton, Ornn, Lee Sin, Qiyana",1. ban Senna | 2. ban Annie | 3. ban Renekton | 4. ban Poppy | 5. ban Ornn | 6. ban Rumble | 7. pick Gwen | 8. pick Alistar | 9. pick Akali | 10. pick Trundle | 11. pick Ryze | 12. pick Yone | 13. ban Ivern | 14. ban Lee Sin | 15. ban Rell | 16. ban Qiyana | 17. pick Maokai | 18. pick Yunara | 19. pick Lulu | 20. pick Jhin
